"Отметка времени","If you weren't on master; what branch were you on? Please use the full code name of the branch, not short hand. The 'origin/' isn't needed.","What is the highest role you have in the team?","Who are you? Please use your discord name starting with a capital letter without the numbers. Don't use your server nickname.","Was this an observer game?","If this game was NOT an observer, which nation did you play? Please use the tag of the nation in capital letters.","If you did switch to any other nation, who was it? Please use the tag of the nation in capital letters. Note this is only if you legally switched, console commands don't count here.","When did you play to? Note that if you didn't play until the end of the Weltkrieg it doesn't count towards the two games per month minimum.","When in real life did you start this game?","Did you crash?","If you did crash...","Were you in single-player or multi-player?","Who won the Spanish Civil War? If one side is close to winning put them down.","When did the Spanish Civil War end?","Who won the Indochinese civil war? If one side is close to winning put them down.","When did the Indochinese civil war end?","Who won the American Civil War?","If the American Civil War was a two-way, who won it?","If the American Civil War was a three-way, who won it?","If MacArthur retreated EAST, who won the ACW?","If MacArthur retreated WEST, who won the ACW?","If MacArthur did NOT retreat, who won the ACW?","When did the American Civil War end?","Did Canada intervene in the ACW?","When did the 2nd Weltkrieg start?","Who won the French-German part of the 2nd Weltkrieg? If one side is close to winning put them down.","If Russia was socialist, who won the Russo-German part of the 2nd Weltkrieg? If one side is close to winning put them down.","If Russia was NOT socialist, who won the Russo-German part of the 2nd Weltkrieg? If one side is close to winning put them down.","If the Reichspakt lost the 2nd Weltkrieg, when did they fall?","If the Internationale lost the 2nd Weltkrieg, when did France fall?","If the Internationale lost the 2nd Weltkrieg, when did Britain fall?","If Russia lost the 2nd Weltkrieg, when did they fall?","Did the Entente collapse?","If the Entente is alive, when did it join the Weltkrieg?","If Canada was defeated, when did they fall?","If Canada was defeated, who caused it?","If National France was defeated, when did they fall?","If National France was defeated, who did it?","If Austria is alive, when did it join the Weltkrieg?","If Austria intervened in the Weltkrieg and lost, when did they fall?","If the Pact won against Bulgaria, when did they attack Austria?","Did the Belgrade Pact win against Austria?","Did National France land on the mainland?","Did Canada land on Britain?","Who controls most of the Italian peninsula?","Who won the Argentinian-Chilean war? If one side is close to winning put them down.","When did the Argentinian-Chilean War end?","Who won the Argentinian-Brazilian war? If one side is close to winning put them down.","Who won the Fourth Balkan War? If one side is close to winning put them down.","If the Ottomans went Kemalist and Russia DID NOT intervene against them, who won the War in the Desert? If one side is close to winning, put them down.","If the Ottomans went Federalist and Russia DID NOT intervene against them, who won the War in the Desert? If one side is close to winning, put them down.","If the Ottomans went Kemalist and Russia DID intervene against them, who won the War in the Desert? If one side is close to winning, put them down.","If the Ottomans went Federalist and Russia DID intervene against them, who won the War in the Desert? If one side is close to winning, put them down.","Did Azerbaijan join the Ottomans against Persia?","Which tags revolted against the Ottomans during the course of the game? Check all that apply.","Who controls most of the Indian subcontinent?","Did the Netherlands go socialist?","Which faction did Greece join?","When did the Zhifeng War start?","When did the Second Sino-Japanese War start?","When did the Fading Sun happen?","When was Sichuan annexed?","When was Yunnan annexed?","When was Shanxi annexed?","When was Qing annexed?","When was Fengtian annexed?","Did Japan go to war with Russia?","Who united China?","How far did Japan push into China (if they attacked)?","Who won the Xinjiang Civil War?","When did the Xinjiang Civil War end?","Who won the Northwestern War?","When did the Northwestern War end?","Who was the victor of the League War?","When did the League War end?","If someone intervened in the League War, who was it?"
"2022/07/14 11:49:42 AM GMT+4","","Dev","Pelmen","Yes","","","1944","2022-07-14","No","","Single-player","Carlists","1938","GEA (with or without Vietnam)","1938","","","","","","","","Yes, sided with PSA","Early 1939","","","","","","","","No","1940","","","","","1941","","1941","No","Yes, was repelled","No","Split between starting nations","Argentina","1938","","The Pact","","","","","No","Iraq;Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Moscow Accord","1938","Did not happen","Did not happen","Did not happen","1943","Before 1938","Did not happen","Did not happen","No","Nobody","","","","Mongolia and Tibet","1940","Left Kuomintang","1936",""
"2022/07/14 11:49:57 AM GMT+4","","Dev","Pelmen","Yes","","","1944","2022-07-14","No","","Single-player","Kingdom of Spain","1940","GEA (with or without Vietnam)","1936","","","","","","","","Yes, sided with PSA","Late 1940","Reichspakt","","","","1942","1943","","No","1940","","","1943","Germany/the Reichspakt","1940","","","","Yes, successfully","Yes, successfully","Two Sicilies","Argentina","1943","","Bulgaria","The Ottoman Empire","","","","No","Iraq;Kurdistan;Cyprus;Armenia;Tripolitania","Princely Federation/Hyderabad","Yes","Moscow Accord","Before 1938","1941","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","No","Nobody","Could not push into China","","","Mongolia and Tibet","1939","Left Kuomintang","1937",""
"2022/07/14 11:50:11 AM GMT+4","","Dev","Pelmen","Yes","","","1944","2022-07-14","No","","Single-player","CNT-FAI","1938","GEA (with or without Vietnam)","1938","","","","","","","","Yes, sided with USA","Early 1939","","","","","","","","No","Did not join","","","","","1939","","1939","No","Yes, was repelled","No","Two Sicilies","Argentina","1939","","The Pact","","","","","No","Kurdistan;Armenia;Cyrenaica","Split between starting nations","No","Entente","Before 1938","Did not happen","Did not happen","Did not happen","Did not happen","1943","Did not happen","Did not happen","No","Nobody","","","","Mongolia and Tibet","1938","Nanjing Clique","1936",""
"2022/07/15 12:30:00 PM GMT+4","","Dev","Pelmen","Yes","","","1943","2022-07-15","No","","Single-player","Kingdom of Spain","1937","","","","","","","","","","No","Late 1940","","","","","","1942","","No","1940","","","","","Did not join","","1940","No","Yes, was repelled","Yes, successfully","Split between starting nations","Argentina","1938","","The Pact","The Cairo Pact","","","","Yes, but OTT still lost the war","Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","","Did not happen","Did not happen","1942","Did not happen","1942","1940","Did not happen","Did not happen","No","Nobody","Pushed back (with or without the Fading Sun)","","","Ma Clique","1942","Nanjing Clique","1936",""
"2022/07/15 12:30:15 PM GMT+4","","Dev","Pelmen","Yes","","","1943","2022-07-15","No","","Single-player","CNT-FAI","1938","GEA (with or without Vietnam)","1937","","","","","","","","No","Early 1940","","","","","","","","No","1940","","","","","1940","","1940","No","No","No","Socialist Republic of Italy","Argentina","1939","","The Pact","The Ottoman Empire","","","","Yes, and OTT won the war","Iraq;Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Entente","1938","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","1942","Did not happen","No","Nobody","","","","Mongolia and Tibet","1942","Anqing Clique","1936",""
"2022/07/15 12:30:29 PM GMT+4","","Dev","Pelmen","Yes","","","1943","2022-07-15","No","","Single-player","CNT-FAI","1938","Indochina","1938","TEX","","","","","TEX","1942","Yes, declared war on CSA","Mid 1940","","","","","","","","No","1940","","","","","1942","","1942","No","Yes, was repelled","Yes, was repelled","Socialist Republic of Italy","Argentina","1938","","The Pact","The Ottoman Empire","","","","Yes, and OTT won the war","Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Bharatiya Commune","Yes","Entente","1938","Did not happen","Did not happen","1939","Did not happen","1940","Did not happen","Did not happen","Yes, someone else started the war","Nobody","","Republic of East Turkestan","1939","","","Nanjing Clique","1936",""
"2022/07/15 12:30:43 PM GMT+4","","Dev","Pelmen","Yes","","","1943","2022-07-15","No","","Single-player","CNT-FAI","1937","Indochina","1941","PSA","","","PSA","","","1943","No","Late 1940","","","","","","1942","","No","1940","","","","","1940","","","","Yes, was repelled","Yes, successfully","Socialist Republic of Italy","Argentina","1938","","Bulgaria","The Ottoman Empire","","","","No","Kurdistan;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Third Internationale","Did not happen","Did not happen","Did not happen","Did not happen","1938","1939","Did not happen","Did not happen","Yes, someone else started the war","Nobody","","","","Mongolia and Tibet","1938","Left Kuomintang","1937",""
"2022/07/15 12:30:58 PM GMT+4","","Dev","Pelmen","Yes","","","1943","2022-07-15","No","","Single-player","Kingdom of Spain","1939","Indochina","1940","PSA","","","PSA","","","1943","No","Early 1940","Internationale","","Russia","1942","","","","No","1940","","","","","1940","1942","","","Yes, was repelled","No","ANI Italy","Argentina","1942","","Bulgaria","","","","","No","Hejaz;Kurdistan;Cyprus;Armenia","Princely Federation/Hyderabad","Yes","Reichspakt","1939","1940","Did not happen","Did not happen","Did not happen","Did not happen","1943","Did not happen","Yes, someone else started the war","Nobody","Could not push into China","Kumul Khanate","1939","Mongolia and Tibet","1939","Anqing Clique","1936",""
"2022/07/15 12:31:13 PM GMT+4","","Dev","Pelmen","Yes","","","1943","2022-07-15","No","","Single-player","Kingdom of Spain","1940","GEA (with or without Vietnam)","1937","CSA","","","","","CSA","1940","Yes, declared war on CSA","Early 1939","","","","","","","","Yes, during or after WK2","1940","1942","CSA","","","1940","","1940","No","Yes, was repelled","No","Socialist Republic of Italy","Chile","1938","","The Pact","The Ottoman Empire","","","","No","Cyprus;Armenia;Cyrenaica","Dominion of India","No","Moscow Accord","1938","Did not happen","Did not happen","Did not happen","Did not happen","1940","Did not happen","Did not happen","Yes, someone else started the war","Nobody","","Republic of East Turkestan","1939","Mongolia and Tibet","1940","Nanjing Clique","1936",""
"2022/07/15 12:31:27 PM GMT+4","","Dev","Pelmen","Yes","","","1943","2022-07-15","No","","Single-player","Carlists","1939","GEA (with or without Vietnam)","1939","","","","","","","","No","Late 1940","","","","","","1942","","No","1940","","","","","1941","","1941","No","Yes, was repelled","Yes, successfully","Socialist Republic of Italy","Argentina","1938","","The Pact","","","","","No","Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Princely Federation/Hyderabad","No","Reichspakt","Did not happen","Did not happen","Did not happen","1939","Did not happen","1941","Did not happen","Did not happen","Yes, someone else started the war","Nobody","","Republic of East Turkestan","1939","Mongolia and Tibet","1939","Left Kuomintang","1937",""
"2022/07/15 12:31:42 PM GMT+4","","Dev","Pelmen","Yes","","","1943","2022-07-15","No","","Single-player","CNT-FAI","1940","GEA (with or without Vietnam)","1937","NEE","","","","","NEE","1941","Yes, sided with PSA","Early 1940","Internationale","","Russia","1942","","","","No","1940","","","1941","Someone else","1940","1943","1940","Yes, during or after WK2","No","No","Socialist Republic of Italy","Argentina","1939","","The Pact","The Cairo Pact","","","","No","Iraq;Cyprus;Armenia;Cyrenaica","Bharatiya Commune","Yes","Moscow Accord","1938","1940","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","No","Nobody","Could not push into China","","","Ma Clique","1940","Anqing Clique","1936",""
"2022/07/15 12:31:57 PM GMT+4","","Dev","Pelmen","Yes","","","1943","2022-07-15","No","","Single-player","CNT-FAI","1937","GEA (with or without Vietnam)","1938","CSA","","","","","CSA","1940","Yes, declared war on CSA","Early 1940","","","","","","","","No","1940","","","","","1941","","1941","No","No","No","Socialist Republic of Italy","Argentina","1938","","The Pact","The Cairo Pact","","","","No","Iraq;Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Princely Federation/Hyderabad","Yes","Entente","1939","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","No","Nobody","","","","Ma Clique","1940","Nanjing Clique","1936",""
"2022/07/15 12:32:11 PM GMT+4","","Dev","Pelmen","Yes","","","1942","2022-07-15","No","","Single-player","CNT-FAI","1937","GEA (with or without Vietnam)","1937","","","","","","","","Yes, declared war on CSA","Late 1940","","","","","","1941","","No","1940","","","","","1940","","1940","No","Yes, was repelled","Yes, successfully","Socialist Republic of Italy","Argentina","1938","","The Pact","The Ottoman Empire","","","","Yes, and OTT won the war","Kurdistan;Cyprus;Armenia;Tripolitania","Split between starting nations","No","Moscow Accord","1940","1942","Did not happen","1940","Did not happen","Did not happen","Did not happen","Did not happen","Yes, someone else started the war","Nobody","Could not push into China","Republic of East Turkestan","1939","Mongolia and Tibet","1941","Anqing Clique","1936",""
"2022/07/15 12:32:25 PM GMT+4","","Dev","Pelmen","Yes","","","1942","2022-07-15","No","","Single-player","Kingdom of Spain","1938","GEA (with or without Vietnam)","1936","CSA","","","","","CSA","1941","No","Late 1939","Reichspakt","","Reichspakt","","1942","1942","","No","1940","","","","","1940","","","","Yes, successfully","Yes, successfully","ANI Italy","Argentina","1938","","Bulgaria","The Ottoman Empire","","","","Yes, and OTT won the war","Kurdistan;Armenia;Tripolitania","Split between starting nations","Yes","Third Internationale","1939","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Yes, someone else started the war","Nobody","","","","","","Nanjing Clique","1936",""
"2022/07/15 12:32:40 PM GMT+4","","Dev","Pelmen","Yes","","","1942","2022-07-15","No","","Single-player","Carlists","1939","","","NEE","","","","","NEE","1940","Yes, sided with PSA","Early 1939","","","","","","1941","","No","1940","","","","","1941","","","","No","Yes, successfully","Two Sicilies","Argentina","1938","","Bulgaria","The Ottoman Empire","","","","No","Kurdistan;Armenia;Cyrenaica","Split between starting nations","No","Third Internationale","1938","Did not happen","Did not happen","Did not happen","Did not happen","1940","Did not happen","Did not happen","Yes, someone else started the war","Nobody","","Republic of East Turkestan","1939","Mongolia and Tibet","1938","Nanjing Clique","1936",""
"2022/07/15 12:32:54 PM GMT+4","","Dev","Pelmen","Yes","","","1943","2022-07-15","No","","Single-player","Kingdom of Spain","1938","","","","","","","","","","No","Early 1940","Internationale","","Russia","1941","","","","No","1940","","","1942","Someone else","1940","","","","No","Yes, was repelled","Socialist Republic of Italy","Argentina","1938","","Bulgaria","The Cairo Pact","","","","No","Hejaz;Cyprus;Armenia;Tripolitania","Split between starting nations","No","Entente","1938","1941","Did not happen","1942","1942","1940","Did not happen","1941","Yes, Russia started the war","Zhili Qing","Could not push into China","Republic of East Turkestan","1939","Mongolia and Tibet","1938","Anqing Clique","1936",""
"2022/07/15 12:33:09 PM GMT+4","","Dev","Pelmen","Yes","","","1943","2022-07-15","No","","Single-player","CNT-FAI","1938","GEA (with or without Vietnam)","1937","TEX","","","","","TEX","1943","Yes, declared war on CSA","Early 1940","","","","","","","","No","1940","","","","","1940","","1940","No","Yes, was repelled","No","Socialist Republic of Italy","Argentina","1938","","The Pact","","","","","No","Kurdistan;Cyprus;Armenia;Tripolitania","Split between starting nations","No","Moscow Accord","1938","1941","Did not happen","1941","Did not happen","Did not happen","1941","Did not happen","No","Nobody","Could not push into China","Republic of East Turkestan","1939","Mongolia and Tibet","1942","Anqing Clique","1936",""
"2022/07/15 12:33:23 PM GMT+4","","Dev","Pelmen","Yes","","","1943","2022-07-15","No","","Single-player","CNT-FAI","1938","Indochina","1936","PSA","","","","","PSA","1940","Yes, sided with PSA","Mid 1940","","","","","","","","No","1940","","","","","1941","","1941","No","Yes, was repelled","No","Split between starting nations","Argentina","1938","","The Pact","The Ottoman Empire","","","","No","Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Entente","1939","Did not happen","Did not happen","Did not happen","Did not happen","1941","Did not happen","Did not happen","Yes, someone else started the war","Nobody","","Republic of East Turkestan","1940","Mongolia and Tibet","1940","Nanjing Clique","1936",""
"2022/07/15 12:33:37 PM GMT+4","","Dev","Pelmen","Yes","","","1943","2022-07-15","No","","Single-player","CNT-FAI","1937","GEA (with or without Vietnam)","1937","","","","","","","","Yes, sided with USA","Late 1940","","","","","","","","No","1940","","","","","1942","","","","No","Yes, was repelled","Socialist Republic of Italy","Argentina","1938","","Bulgaria","The Ottoman Empire","","","","Yes, and OTT won the war","Kurdistan;Cyprus;Armenia;Tripolitania","Princely Federation/Hyderabad","No","Entente","Did not happen","Did not happen","Did not happen","1943","1942","1941","Did not happen","Did not happen","Yes, someone else started the war","Nobody","","Republic of East Turkestan","1940","Mongolia and Tibet","1938","Nanjing Clique","1936",""
"2022/07/15 12:33:52 PM GMT+4","","Dev","Pelmen","Yes","","","1943","2022-07-15","No","","Single-player","CNT-FAI","1939","GEA (with or without Vietnam)","1938","PSA","","","PSA","","","1941","No","Mid 1940","Reichspakt","","Reichspakt","","1943","","","No","1940","","","","","1940","","","","No","No","Socialist Republic of Italy","Argentina","1939","","Bulgaria","The Cairo Pact","","","","Yes, but OTT still lost the war","Iraq;Hejaz;Kurdistan;Cyprus;Armenia;Tripolitania;Cyrenaica","Bharatiya Commune","Yes","Entente","1939","1941","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Yes, someone else started the war","Nobody","Conquered only the coastal states","Republic of East Turkestan","1937","Mongolia and Tibet","1939","Nanjing Clique","1936",""
"2022/07/15 12:34:06 PM GMT+4","","Dev","Pelmen","Yes","","","1943","2022-07-15","No","","Single-player","Kingdom of Spain","1938","GEA (with or without Vietnam)","1938","","","","","","","","No","Late 1940","","","","","","","","No","1940","","","","","1942","","1942","No","No","No","Split between starting nations","Argentina","1938","","The Pact","The Ottoman Empire","","","","No","Hejaz;Cyprus;Armenia;Cyrenaica","Bharatiya Commune","Yes","Entente","1938","1941","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","1942","Yes, someone else started the war","Nobody","Could not push into China","Republic of East Turkestan","1938","Ma Clique","1940","Nanjing Clique","1936",""
"2022/07/15 10:52:43 PM GMT+4","","Contributor","Purplepinkjinjo","Yes","","","1941","2022-07-15","No","","Single-player","CNT-FAI","","GEA (with or without Vietnam)","1938","NEE","","","","","NEE","1940","Yes, declared war on CSA","Early 1939","","","","","","1941","","No","1940","","","","","1940","","Did not join","","Yes, was repelled","No","Italian Republic/Federation","Argentina","1938","","The Pact","","","","","No","Hejaz;Kurdistan;Assyria;Cyprus;Armenia;Tripolitania;Cyrenaica","Split between starting nations","No","Moscow Accord","1938","1941","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Did not happen","Yes, someone else started the war","Nobody","Could not push into China","","","Mongolia and Tibet","1939","Nanjing Clique","1936",""
"2022/07/15 10:53:41 PM GMT+4","","Contributor","Purplepinkjinjo","Yes","","","1945","2022-07-15","No","","Single-player","Kingdom of Spain","1938","Indochina","","","","","","","","","No","Mid 1940","","","","","","1941","","No","1940","","","","","1942","","","","Yes, was repelled","Yes, successfully","Sardinia","Argentina","1938","","Bulgaria","The Ottoman Empire","","","","Yes, and OTT won the war","Kurdistan;Assyria;Armenia;Cyrenaica","Dominion of India","No","Third Internationale","1938","1941","Did not happen","Did not happen","Did not happen","1940","Did not happen","Did not happen","Yes, someone else started the war","Nobody","Conquered only the coastal states","Xinjiang Clique","1937","Mongolia and Tibet","1938","Nanjing Clique","1936",""
"2022/07/15 10:55:16 PM GMT+4","","Contributor","Purplepinkjinjo","Yes","","","1941","2022-07-15","No","","Single-player","Kingdom of Spain","1940","GEA (with or without Vietnam)","1937","NEE","","","","NEE","","1941","Yes, sided with PSA","Early 1940","","","","","","","","No","1940","","","","","1940","","1940","No","No","Yes, was repelled","Socialist Republic of Italy","Argentina","1938","","The Pact","","","","","No","Cyprus;Armenia;Cyrenaica","Split between starting nations","No","Reichspakt","1941","Did not happen","Did not happen","1940","Did not happen","Before 1938","Did not happen","Did not happen","No","Nobody","","Republic of East Turkestan","1937","Mongolia and Tibet","1939","Left Kuomintang","1937",""
